State,District,Year,Annual Total Rainfall (mm),Annual Rainfall Anomaly (mm),Extreme Rainfall Days (90th Percentile),Very Heavy Rainfall Days (>50mm),Longest Consecutive Dry Spell (days),Longest Consecutive Wet Spell (days),Maximum Daily Rainfall (mm),Hazard Score
Meghalaya,South West Garo Hills,2021,3864.790783,449.8401536,42,25,71,11,269.2808177,0.531683462
Meghalaya,South West Garo Hills,2022,5003.028292,1588.077663,55,34,61,17,223.8474019,0.664975052
Meghalaya,South West Garo Hills,2023,3450.237868,35.2872388,44,23,74,19,181.7634532,0.53818046
Meghalaya,South West Garo Hills,2024,4123.074431,708.1238022,44,24,55,12,185.3954468,0.43907434
Meghalaya,South West Garo Hills,2025,3264.87743,-150.0731993,36,20,59,11,189.7308451,0.357230017
Meghalaya,South West Khasi Hills,2010,9786.226232,2642.937091,59,62,55,69,315.6480194,0.80668911
Meghalaya,South West Khasi Hills,2011,1645.26294,-5498.026201,0,1,45,36,52.31793308,0.113333333
Meghalaya,South West Khasi Hills,2012,2006.227206,-5137.061935,3,3,78,27,58.84412231,0.21562088
Meghalaya,South West Khasi Hills,2013,5838.899351,-1304.38979,36,40,65,50,212.5685699,0.552557924
Meghalaya,South West Khasi Hills,2014,8067.936307,924.6471652,39,41,63,32,516.5782211,0.613141565
Meghalaya,South West Khasi Hills,2015,9703.601729,2560.312588,49,52,28,33,502.0428528,0.585155072
Meghalaya,South West Khasi Hills,2016,7311.544041,168.2548996,39,42,49,31,311.9924164,0.501692881
Meghalaya,South West Khasi Hills,2017,8167.30583,1024.016689,46,50,28,26,420.3913544,0.499175602
Meghalaya,South West Khasi Hills,2018,5533.114955,-1610.174186,27,29,52,46,224.8583328,0.437698054
Meghalaya,South West Khasi Hills,2019,7331.33867,188.0495287,38,40,47,19,291.8532379,0.442182162
Meghalaya,South West Khasi Hills,2020,10554.63661,3411.347473,52,54,59,46,406.8497971,0.73840168
Meghalaya,South West Khasi Hills,2021,6842.096747,-301.1923947,39,40,45,57,383.5577576,0.578281041
Meghalaya,South West Khasi Hills,2022,10235.90753,3092.618387,46,51,61,34,733.8456421,0.753926428
Meghalaya,South West Khasi Hills,2023,7050.829444,-92.45969776,41,47,52,35,258.0593369,0.526270715
Meghalaya,South West Khasi Hills,2024,8343.44652,1200.157379,40,43,55,38,448.0247452,0.603153519
Meghalaya,South West Khasi Hills,2025,5874.252148,-1269.036994,31,36,59,40,308.5415375,0.498302734
Meghalaya,West Garo Hills,2010,4054.483963,825.5201468,49,15,60,42,164.6606735,0.646186555
Meghalaya,West Garo Hills,2011,1978.94327,-1250.020546,19,8,30,13,108.5444656,0.034234442
Meghalaya,West Garo Hills,2012,2633.948659,-595.015157,32,13,80,17,185.6558731,0.401716083
Meghalaya,West Garo Hills,2013,1903.176279,-1325.787537,20,5,58,19,90.86741982,0.132445722
Meghalaya,West Garo Hills,2014,2808.834572,-420.1292439,28,10,77,35,376.8762604,0.579700184
Meghalaya,West Garo Hills,2015,3419.328521,190.3647051,36,16,41,37,160.2752403,0.458364493
Meghalaya,West Garo Hills,2016,3225.007804,-3.95601165,39,16,59,23,174.3603207,0.447940409
Meghalaya,West Garo Hills,2017,4055.71935,826.7555345,45,24,51,15,204.1637955,0.523284363
Meghalaya,West Garo Hills,2018,2204.416511,-1024.547305,26,7,57,17,96.84754524,0.180398526
Meghalaya,West Garo Hills,2019,3672.606735,443.6429194,42,21,51,22,166.2466553,0.484520122
Meghalaya,West Garo Hills,2020,4588.416562,1359.452746,49,31,39,23,143.9451122,0.590623587
Meghalaya,West Garo Hills,2021,3328.108839,99.14502321,39,21,71,17,183.5178408,0.497244561
Meghalaya,West Garo Hills,2022,4543.143399,1314.179583,55,27,61,23,219.6578186,0.707403931
Meghalaya,West Garo Hills,2023,3022.207987,-206.7558286,36,16,52,18,160.9775421,0.361596657
Meghalaya,West Garo Hills,2024,3497.973855,269.0100389,38,21,55,13,132.0245155,0.396829384
Meghalaya,West Garo Hills,2025,2727.104747,-501.8590688,32,9,58,26,137.1061794,0.331956357
Meghalaya,West Khasi Hills,2010,6171.688925,1774.421907,60,38,55,121,195.1094249,0.806109485
Meghalaya,West Khasi Hills,2011,1407.286255,-2989.980763,3,1,45,36,59.62145365,0.070444626
Meghalaya,West Khasi Hills,2012,1756.689153,-2640.577865,9,1,80,27,76.88247945,0.203748324
Meghalaya,West Khasi Hills,2013,3814.59096,-582.6760581,39,18,64,45,128.4078507,0.440235742
Meghalaya,West Khasi Hills,2014,4901.669957,504.4029395,38,24,48,35,283.8970622,0.503850017
Meghalaya,West Khasi Hills,2015,6015.241116,1617.974099,52,34,28,54,305.5725008,0.606049781
Meghalaya,West Khasi Hills,2016,4229.413406,-167.8536116,35,25,49,48,156.5808263,0.444111424
Meghalaya,West Khasi Hills,2017,4821.498333,424.2313148,45,29,28,73,226.4423934,0.520542356
Meghalaya,West Khasi Hills,2018,3304.040397,-1093.226621,27,15,52,27,114.5766527,0.298051462
Meghalaya,West Khasi Hills,2019,4448.366341,51.09932312,37,24,39,45,191.1978164,0.43148999
Meghalaya,West Khasi Hills,2020,6431.059616,2033.792599,49,35,32,46,227.1861481,0.577273369
Meghalaya,West Khasi Hills,2021,4387.485979,-9.781038709,41,21,40,85,210.5402646,0.51087721
Meghalaya,West Khasi Hills,2022,6496.54178,2099.274763,51,30,53,41,414.9929727,0.709265741
Meghalaya,West Khasi Hills,2023,3994.652415,-402.6146026,38,22,52,86,125.3578919,0.494029657
Meghalaya,West Khasi Hills,2024,4623.327903,226.0608853,39,28,55,45,228.6135499,0.52991549
Meghalaya,West Khasi Hills,2025,3552.719748,-844.5472702,22,15,55,71,224.2226028,0.430628238
Mizoram,Aizawl,2010,2833.716382,762.4769584,57,5,48,134,72.47063541,0.613893972
Mizoram,Aizawl,2011,2374.942451,303.7030266,47,7,41,16,108.9043744,0.458429941
Mizoram,Aizawl,2012,2643.401258,572.1618341,51,11,80,31,122.6170533,0.743575956
Mizoram,Aizawl,2013,1401.716929,-669.5224952,20,1,64,23,65.98270257,0.196710586
Mizoram,Aizawl,2014,1462.541926,-608.6974978,17,1,51,40,58.15129662,0.153349254
Mizoram,Aizawl,2015,2122.043604,50.80417984,41,5,34,26,78.42413656,0.311524239
Mizoram,Aizawl,2016,2556.098331,484.8589072,54,5,45,37,73.50060081,0.435015999
Mizoram,Aizawl,2017,3294.432523,1223.193099,68,7,51,51,117.8407,0.709174125
Mizoram,Aizawl,2018,2331.175923,259.9364989,43,3,53,32,122.5728858,0.475230499
Mizoram,Aizawl,2019,1743.111039,-328.1283852,26,1,48,42,54.99685923,0.192113563
Mizoram,Aizawl,2020,1638.141618,-433.0978057,22,0,56,89,44.19762135,0.226760693
Mizoram,Aizawl,2021,1752.467384,-318.7720396,32,1,41,37,56.09382709,0.182963993
Mizoram,Aizawl,2022,2052.994648,-18.24477589,34,3,61,30,82.71619956,0.362987284
Mizoram,Aizawl,2023,1335.439665,-735.7997592,18,0,74,36,45.90171242,0.180528377
Mizoram,Aizawl,2024,1647.14084,-424.0985842,23,1,33,54,66.65791448,0.162685894
Mizoram,Aizawl,2025,1950.466263,-120.7731614,32,3,77,54,74.87672043,0.421702918
Mizoram,Champhai,2010,2576.024614,691.9341956,59,5,25,134,75.69909906,0.544999931
Mizoram,Champhai,2011,2514.659153,630.5687344,56,10,41,16,118.3790302,0.566012483
Mizoram,Champhai,2012,2218.714454,334.6240357,49,6,80,28,112.6954718,0.582059986
Mizoram,Champhai,2013,1388.487772,-495.6026461,23,1,64,23,66.51483679,0.229489165
Mizoram,Champhai,2014,1336.736374,-547.3540446,21,1,51,40,55.53417051,0.186610946
Mizoram,Champhai,2015,2060.789169,176.6987507,41,5,34,33,84.11173916,0.351863188
Mizoram,Champhai,2016,2235.15569,351.0652718,42,4,50,37,86.28359544,0.409629795
Mizoram,Champhai,2017,3217.337134,1333.246715,76,8,47,51,141.3179803,0.749435028
Mizoram,Champhai,2018,2267.438879,383.3484603,46,4,53,24,137.6003385,0.49717341
Mizoram,Champhai,2019,1483.561656,-400.5287627,26,1,56,36,60.11000931,0.229204101
Mizoram,Champhai,2020,1392.537979,-491.5524394,21,0,56,37,39.13929456,0.158787498
Mizoram,Champhai,2021,1488.503613,-395.5868058,27,1,41,19,54.17623162,0.153302822
Mizoram,Champhai,2022,1752.217263,-131.8731557,32,2,34,16,56.02854156,0.182587896
Mizoram,Champhai,2023,1142.06118,-742.0292383,16,0,74,18,38.40930891,0.151309707
Mizoram,Champhai,2024,1350.020766,-534.0696531,23,1,52,26,52.27058697,0.171204105
Mizoram,Champhai,2025,1721.201,-162.8894182,27,2,72,39,69.78280258,0.336121301
Mizoram,Kolasib,2010,3169.651359,847.9353833,50,11,48,121,85.2700932,0.754983868
Mizoram,Kolasib,2011,2363.412531,41.6965553,38,7,41,16,115.2353039,0.405940306
Mizoram,Kolasib,2012,2822.931813,501.2158373,49,11,80,32,103.3458109,0.719353668
Mizoram,Kolasib,2013,1469.734058,-851.9819172,22,2,63,20,55.95300245,0.117550384
Mizoram,Kolasib,2014,1696.061709,-625.6542666,23,2,77,18,73.50838232,0.222833817
Mizoram,Kolasib,2015,2014.250206,-307.465769,25,2,47,26,67.65553975,0.161792307
Mizoram,Kolasib,2016,3045.518046,723.8020705,52,5,45,26,143.7689905,0.58924542
Mizoram,Kolasib,2017,3133.141827,811.4258514,55,5,51,31,103.3162396,0.566623143
Mizoram,Kolasib,2018,2228.905935,-92.81004022,35,5,51,17,68.62422156,0.290300965
Mizoram,Kolasib,2019,2137.574767,-184.1412088,31,2,47,43,57.41437602,0.212149346
Mizoram,Kolasib,2020,2090.623332,-231.0926432,34,3,56,86,57.59769344,0.341060525
Mizoram,Kolasib,2021,2159.82946,-161.8865154,38,3,44,37,63.64847505,0.25984172
Mizoram,Kolasib,2022,2664.373713,342.6577378,41,9,61,30,134.8437843,0.615722626
Mizoram,Kolasib,2023,1655.885769,-665.8302067,24,2,74,34,54.03505349,0.202756828
Mizoram,Kolasib,2024,2288.875669,-32.84030613,41,2,32,48,78.30484962,0.272142482
Mizoram,Kolasib,2025,2206.685413,-115.0305623,27,3,54,45,108.9658947,0.34047072
Mizoram,Lawangtlai,2010,2872.178248,647.5409161,42,12,86,34,100.6815177,0.500756923
Mizoram,Lawangtlai,2011,563.3600138,-1661.277318,6,0,69,8,29.99384732,0.074404762
Mizoram,Lawangtlai,2012,721.9182568,-1502.719075,9,1,81,9,77.91766866,0.181181572
Mizoram,Lawangtlai,2013,2618.109528,393.4721965,45,6,48,28,110.970826,0.340797676
Mizoram,Lawangtlai,2014,2113.566888,-111.0704433,33,3,51,101,130.6450263,0.432756392
Mizoram,Lawangtlai,2015,1728.95056,-495.6867711,26,4,44,34,76.86732483,0.213398838
Mizoram,Lawangtlai,2016,2057.873998,-166.7633331,29,4,54,24,192.3313548,0.363218874
Mizoram,Lawangtlai,2017,4856.471208,2631.833876,81,23,64,37,147.2597215,0.731888215
Mizoram,Lawangtlai,2018,2962.644092,738.0067607,65,9,89,16,78.29102114,0.487323866
Mizoram,Lawangtlai,2019,2105.26907,-119.3682611,37,5,56,32,63.73924849,0.278350938
Mizoram,Lawangtlai,2020,2122.931701,-101.705631,32,3,56,55,104.6751209,0.336678944
Mizoram,Lawangtlai,2021,2193.523481,-31.11385037,37,4,68,66,86.99338108,0.395051215
Mizoram,Lawangtlai,2022,2135.446539,-89.19079285,31,4,69,17,66.86107084,0.273956604
Mizoram,Lawangtlai,2023,2008.415868,-216.2214636,31,4,78,40,76.64637417,0.347075641
Mizoram,Lawangtlai,2024,1986.290722,-238.3466092,36,6,54,44,106.771798,0.338489251
Mizoram,Lawangtlai,2025,2547.24713,322.6097986,45,9,100,22,168.5926225,0.562953445
Mizoram,Lunglei,2010,2857.721502,715.4771828,51,7,56,65,92.63117042,0.452386823
Mizoram,Lunglei,2011,1327.984321,-814.2599988,15,0,69,26,41.491056,0.116131907
Mizoram,Lunglei,2012,1614.604149,-527.6401704,25,3,80,29,86.86873832,0.272536826
Mizoram,Lunglei,2013,2017.745375,-124.4989443,36,4,48,35,64.13326909,0.229872812
Mizoram,Lunglei,2014,1736.307318,-405.9370018,23,2,51,102,101.1958471,0.355570631
Mizoram,Lunglei,2015,2120.900466,-21.34385395,32,6,37,47,119.0835741,0.310204133
Mizoram,Lunglei,2016,2159.032006,16.78768681,34,4,54,38,168.4680769,0.391222398
Mizoram,Lunglei,2017,4272.10004,2129.855721,87,21,54,61,159.7500499,0.802104186
Mizoram,Lunglei,2018,2850.075918,707.8315987,66,7,53,17,132.2277251,0.43695621
Mizoram,Lunglei,2019,1815.852407,-326.3919121,27,2,56,36,79.05574036,0.223486927
Mizoram,Lunglei,2020,1679.6112,-462.6331196,23,2,56,57,73.17912645,0.239978023
Mizoram,Lunglei,2021,1776.760165,-365.4841544,29,1,41,46,57.88193747,0.171903917
Mizoram,Lunglei,2022,1887.059608,-255.1847112,29,2,63,18,51.33191094,0.17814069
Mizoram,Lunglei,2023,1905.960651,-236.283669,30,4,77,28,62.09868974,0.266492077
Mizoram,Lunglei,2024,1803.537485,-338.7068346,32,3,30,44,76.35804132,0.188789141
Mizoram,Lunglei,2025,2450.656501,308.4121812,46,10,96,30,139.7879146,0.535857626
Mizoram,Mamit,2010,2770.956704,645.0502355,53,5,48,87,74.46016486,0.658439953
Mizoram,Mamit,2011,2053.906246,-72.00022237,36,3,70,33,81.73659674,0.417392468
Mizoram,Mamit,2012,2583.565933,457.659465,48,3,80,38,104.1842837,0.617924233
Mizoram,Mamit,2013,1436.931349,-688.9751196,20,1,64,30,57.55350784,0.14954505
Mizoram,Mamit,2014,1450.324048,-675.5824198,23,2,51,40,68.9735775,0.189898542
Mizoram,Mamit,2015,2099.847975,-26.05849294,35,6,34,20,91.40972257,0.358365876
Mizoram,Mamit,2016,2442.365668,316.4591998,44,6,48,49,70.26478895,0.514402473
Mizoram,Mamit,2017,3029.720931,903.8144623,56,7,51,50,120.2743675,0.765386465
Mizoram,Mamit,2018,2308.823074,182.9166054,41,4,51,25,143.8755919,0.523197771
Mizoram,Mamit,2019,1934.250049,-191.6564197,33,3,48,36,67.84841458,0.292388399
Mizoram,Mamit,2020,1645.085282,-480.8211864,22,2,56,21,54.25892576,0.152416928
Mizoram,Mamit,2021,1720.499243,-405.4072248,26,2,41,23,73.16276987,0.164265294
Mizoram,Mamit,2022,1946.679822,-179.2266458,28,5,61,15,67.96174145,0.324797536
Mizoram,Mamit,2023,1839.664917,-286.2415508,34,4,74,27,71.12445259,0.394360839
Mizoram,Mamit,2024,2292.98386,167.0773921,39,6,51,32,98.14365053,0.498989349
Mizoram,Mamit,2025,2458.89839,332.9919222,47,7,54,26,92.41911062,0.567499496
Mizoram,Saiha,2010,2857.734371,722.6576085,46,12,86,34,100.7553082,0.442732692
Mizoram,Saiha,2011,0,-2135.076763,0,0,365,0,0,0.166149068
Mizoram,Saiha,2012,0,-2135.076763,0,0,366,0,0,0.166666667
Mizoram,Saiha,2013,2623.12433,488.0475672,45,7,56,28,113.5677528,0.381806313
Mizoram,Saiha,2014,2120.008052,-15.06871051,34,3,51,101,130.8264999,0.445404015
Mizoram,Saiha,2015,1575.974667,-559.1020956,23,3,44,34,68.86539078,0.237499042
Mizoram,Saiha,2016,2018.235396,-116.8413665,30,4,54,24,196.9872169,0.371395892
Mizoram,Saiha,2017,4858.391326,2723.314563,81,23,64,37,147.462925,0.696173296
Mizoram,Saiha,2018,2964.458487,829.3817238,67,9,89,16,77.85409069,0.420338194
Mizoram,Saiha,2019,2076.689515,-58.38724759,40,5,56,32,64.33294106,0.303224238
Mizoram,Saiha,2020,2118.531884,-16.54487882,33,4,56,55,103.9875927,0.354514715
Mizoram,Saiha,2021,2219.765412,84.68864914,37,6,68,66,88.4689064,0.391943695
Mizoram,Saiha,2022,2172.974813,37.8980499,36,4,69,17,72.44046211,0.27988637
Mizoram,Saiha,2023,2024.195579,-110.8811841,30,4,78,40,80.05265045,0.311489523
Mizoram,Saiha,2024,1971.857097,-163.2196662,38,6,54,41,108.5992012,0.354028145
Mizoram,Saiha,2025,2559.287276,424.2105133,45,9,100,22,172.7507095,0.457055912
Mizoram,Serchhip,2010,2742.763354,710.6504842,55,5,56,75,83.65694714,0.496976756
Mizoram,Serchhip,2011,2068.878314,36.76544406,41,7,41,16,88.08072948,0.27081994
Mizoram,Serchhip,2012,1972.612139,-59.50073033,42,3,80,31,108.8450842,0.402321098
Mizoram,Serchhip,2013,1553.532183,-478.5806872,19,1,64,53,69.25396442,0.217483228
Mizoram,Serchhip,2014,1478.397248,-553.7156221,19,3,51,59,69.66449451,0.206624769
Mizoram,Serchhip,2015,2194.796824,162.6839546,39,8,37,40,116.7921286,0.359383156
Mizoram,Serchhip,2016,2218.558993,186.4461228,40,3,54,28,130.8477049,0.351290824
Mizoram,Serchhip,2017,3647.980383,1615.867513,77,14,54,100,180.2819386,0.913333333
Mizoram,Serchhip,2018,2624.682143,592.5692729,49,6,52,39,169.0101166,0.511346878
Mizoram,Serchhip,2019,1630.011466,-402.1014038,29,2,56,36,79.71121502,0.218121836
Mizoram,Serchhip,2020,1416.362858,-615.7500123,19,1,56,25,55.96024132,0.107514769
Mizoram,Serchhip,2021,1565.134492,-466.9783776,22,2,41,46,53.68842453,0.128742576
Mizoram,Serchhip,2022,1736.732392,-295.3804774,29,3,35,18,62.00680733,0.1098897
Mizoram,Serchhip,2023,1694.473528,-337.6393422,31,2,77,28,57.20981073,0.253186027
Mizoram,Serchhip,2024,1742.22563,-289.8872402,29,1,30,26,69.03754807,0.093121602
Mizoram,Serchhip,2025,2226.663971,194.5511015,45,7,77,38,99.26956224,0.472479745
N C Tof Delhi,West,2010,832.1232884,203.7039037,47,1,76,19,51.21005166,0.652289565
N C Tof Delhi,West,2011,576.094622,-52.32476274,36,0,106,8,41.58300495,0.384709747
N C Tof Delhi,West,2012,416.8407543,-211.5786304,25,0,65,10,30.29089922,0.126975944
N C Tof Delhi,West,2013,653.898013,25.47862831,39,0,79,11,47.05743265,0.406994347
N C Tof Delhi,West,2014,411.9467629,-216.4726218,33,1,93,5,50.34921765,0.304364902
N C Tof Delhi,West,2015,632.0069555,3.587570814,35,2,56,8,58.56625605,0.37385371
N C Tof Delhi,West,2016,492.5814069,-135.8379778,38,0,87,10,28.55293381,0.303657984
N C Tof Delhi,West,2017,513.5916484,-114.8277363,33,1,78,7,58.71001291,0.342142204
N C Tof Delhi,West,2018,586.6825492,-41.73683548,36,1,72,11,54.4653821,0.402672323
N C Tof Delhi,West,2019,464.1484048,-164.2709799,30,0,54,9,25.6198023,0.120232317
N C Tof Delhi,West,2020,598.2925886,-30.12679615,31,2,68,6,70.38859534,0.382453122
N C Tof Delhi,West,2021,993.4975905,365.0782058,39,5,70,8,76.83086777,0.706746643
N C Tof Delhi,West,2022,636.5994032,8.180018523,33,1,80,7,55.00829172,0.370997447
N C Tof Delhi,West,2023,704.5281952,76.10881053,42,2,47,15,52.46192884,0.485710919
N C Tof Delhi,West,2024,698.8888661,70.46948139,42,1,98,14,65.62796354,0.62577337
N C Tof Delhi,West,2025,842.989106,214.5697213,46,0,84,18,40.22656405,0.589442803
Nagaland,Dimapur,2010,1745.35089,283.686145,43,1,35,36,56.95343275,0.492929067
Nagaland,Dimapur,2011,1402.127955,-59.53679065,30,2,60,19,72.04814224,0.452153116
Nagaland,Dimapur,2012,1100.770235,-360.8945107,24,3,122,11,94.19730988,0.574434717
Nagaland,Dimapur,2013,1468.914228,7.249482669,39,1,63,25,66.30616837,0.46544764
Nagaland,Dimapur,2014,1298.657846,-163.0068994,32,3,40,9,60.65190887,0.39737183
Nagaland,Dimapur,2015,1235.445556,-226.2191897,31,1,38,11,68.76933594,0.295221395
Nagaland,Dimapur,2016,1652.098692,190.4339463,42,2,48,13,60.47568283,0.475570872
Nagaland,Dimapur,2017,1967.54943,505.884685,51,2,51,14,66.33350372,0.592395085
Nagaland,Dimapur,2018,1631.032527,169.3677816,46,2,41,15,53.70107918,0.469477219
Nagaland,Dimapur,2019,1479.718669,18.05392345,38,0,45,17,41.36734886,0.280739865
Nagaland,Dimapur,2020,1452.863179,-8.801566558,31,0,56,53,44.88825645,0.408338411
Nagaland,Dimapur,2021,890.4419426,-571.2228027,17,0,45,16,26.21036949,0.04567224
Nagaland,Dimapur,2022,1410.341838,-51.32290729,36,0,61,27,42.83486252,0.332328558
Nagaland,Dimapur,2023,1438.094738,-23.57000729,39,0,56,42,46.87571087,0.408474377
Nagaland,Dimapur,2024,1512.887479,51.22273328,38,1,38,29,57.27330112,0.412465059
Nagaland,Dimapur,2025,1700.340722,238.6759771,48,2,54,27,55.37603989,0.564470417
Nagaland,Kiphire,2010,1840.923335,128.716741,37,0,25,56,35.66694832,0.399511065
Nagaland,Kiphire,2011,2156.997033,444.7904393,48,8,44,18,113.218523,0.731227608
Nagaland,Kiphire,2012,1873.142945,160.9363508,42,6,122,13,63.79076862,0.629581641
Nagaland,Kiphire,2013,1574.718175,-137.4884197,30,2,70,24,52.28091812,0.367887197
Nagaland,Kiphire,2014,1511.143097,-201.0634974,30,5,65,11,110.8960781,0.492978417
Nagaland,Kiphire,2015,1743.501812,31.295218,35,6,29,9,80.75701904,0.437889553
Nagaland,Kiphire,2016,2044.679143,332.4725488,48,4,46,20,88.47966766,0.589906142
Nagaland,Kiphire,2017,1914.524521,202.3179264,45,0,51,16,40.45300484,0.364352001
Nagaland,Kiphire,2018,1833.227306,121.0207115,40,2,42,16,68.04317379,0.412696566
Nagaland,Kiphire,2019,1207.388361,-504.8182337,22,1,49,10,66.25156784,0.199481403
Nagaland,Kiphire,2020,1498.985744,-213.2208499,30,1,38,43,50.24193478,0.344714712
Nagaland,Kiphire,2021,937.4997882,-774.7068059,16,0,41,20,38.93390751,0.073519547
Nagaland,Kiphire,2022,1359.385168,-352.821426,23,1,61,40,66.7683239,0.353574988
Nagaland,Kiphire,2023,1824.343096,112.1365019,43,2,74,28,56.8716011,0.500634475
Nagaland,Kiphire,2024,2094.099813,381.893219,48,2,38,24,78.93500519,0.534919904
Nagaland,Kiphire,2025,1980.74617,268.539576,48,1,39,19,66.35017967,0.45553629
Nagaland,Kohima,2010,1814.363895,307.1978774,47,0,30,26,43.6928943,0.398755789
Nagaland,Kohima,2011,1462.517782,-44.64823558,32,2,60,15,76.22609202,0.449006937
Nagaland,Kohima,2012,1260.373513,-246.7925049,26,4,122,16,91.88116455,0.637005076
Nagaland,Kohima,2013,1517.277934,10.11191664,38,0,63,25,48.58097585,0.383765512
Nagaland,Kohima,2014,1323.424788,-183.7412297,33,1,40,17,70.74644852,0.351280479
Nagaland,Kohima,2015,1280.61778,-226.5482377,30,1,38,11,62.73455683,0.273075709
Nagaland,Kohima,2016,1684.242315,177.0762971,44,2,48,13,61.35693423,0.459085331
Nagaland,Kohima,2017,1971.355454,464.1894366,54,2,46,14,60.92758497,0.544782005
Nagaland,Kohima,2018,1725.800823,218.6348057,47,1,41,15,58.39796193,0.426719844
Nagaland,Kohima,2019,1286.804708,-220.3613098,27,1,29,21,58.69928996,0.289420423
Nagaland,Kohima,2020,1611.346325,104.180307,38,0,38,28,49.07728863,0.37082244
Nagaland,Kohima,2021,836.84751,-670.3185077,15,0,44,20,31.67233594,0.07688172
